#0 altitude #1 signal 
0.00000000e+00	1.05700000e+03
7.50000000e-02	5.44000000e+02
1.50000000e-01	2.31400000e+03
2.25000000e-01	1.80600000e+03
3.00000000e-01	2.74300000e+03
3.75000000e-01	2.61200000e+03
4.50000000e-01	2.68000000e+03
5.25000000e-01	2.54700000e+03
6.00000000e-01	2.09400000e+03
6.75000000e-01	2.35900000e+03
7.50000000e-01	1.90000000e+03
8.25000000e-01	2.06200000e+03
9.00000000e-01	1.74000000e+03
9.75000000e-01	1.87600000e+03
1.05000000e+00	1.40500000e+03
1.12500000e+00	1.54000000e+03
1.20000000e+00	1.00400000e+03
1.27500000e+00	1.19900000e+03
1.35000000e+00	9.39000000e+02
1.42500000e+00	9.46000000e+02
1.50000000e+00	6.64000000e+02
1.57500000e+00	7.93000000e+02
1.65000000e+00	4.57000000e+02
1.72500000e+00	5.72000000e+02
1.80000000e+00	3.82000000e+02
1.87500000e+00	4.43000000e+02
1.95000000e+00	2.74000000e+02
2.02500000e+00	3.05000000e+02
2.10000000e+00	2.53000000e+02
2.17500000e+00	2.52000000e+02
2.25000000e+00	2.25000000e+02
2.32500000e+00	2.55000000e+02
2.40000000e+00	1.96000000e+02
2.47500000e+00	1.86000000e+02
2.55000000e+00	1.68000000e+02
2.62500000e+00	1.81000000e+02
2.70000000e+00	1.62000000e+02
2.77500000e+00	1.50000000e+02
2.85000000e+00	1.31000000e+02
2.92500000e+00	1.35000000e+02
3.00000000e+00	1.01000000e+02
3.07500000e+00	1.25000000e+02
3.15000000e+00	1.15000000e+02
3.22500000e+00	1.29000000e+02
3.30000000e+00	8.10000000e+01
3.37500000e+00	1.17000000e+02
3.45000000e+00	8.30000000e+01
3.52500000e+00	9.70000000e+01
3.60000000e+00	9.10000000e+01
3.67500000e+00	6.70000000e+01
3.75000000e+00	7.10000000e+01
3.82500000e+00	8.70000000e+01
3.90000000e+00	7.40000000e+01
3.97500000e+00	6.50000000e+01
4.05000000e+00	5.40000000e+01
4.12500000e+00	6.50000000e+01
4.20000000e+00	4.10000000e+01
4.27500000e+00	6.50000000e+01
4.35000000e+00	4.90000000e+01
4.42500000e+00	4.90000000e+01
4.50000000e+00	4.30000000e+01
4.57500000e+00	4.40000000e+01
4.65000000e+00	4.00000000e+01
4.72500000e+00	3.70000000e+01
4.80000000e+00	3.90000000e+01
4.87500000e+00	4.20000000e+01
4.95000000e+00	4.00000000e+01
5.02500000e+00	4.50000000e+01
5.10000000e+00	4.30000000e+01
5.17500000e+00	3.80000000e+01
5.25000000e+00	2.10000000e+01
5.32500000e+00	3.60000000e+01
5.40000000e+00	1.40000000e+01
5.47500000e+00	3.00000000e+01
5.55000000e+00	1.90000000e+01
5.62500000e+00	1.90000000e+01
5.70000000e+00	2.10000000e+01
5.77500000e+00	2.10000000e+01
5.85000000e+00	1.70000000e+01
5.92500000e+00	1.70000000e+01
6.00000000e+00	1.50000000e+01
6.07500000e+00	1.50000000e+01
6.15000000e+00	2.00000000e+01
6.22500000e+00	8.00000000e+00
6.30000000e+00	1.20000000e+01
6.37500000e+00	1.60000000e+01
6.45000000e+00	1.20000000e+01
6.52500000e+00	1.10000000e+01
6.60000000e+00	1.00000000e+01
6.67500000e+00	1.70000000e+01
6.75000000e+00	6.00000000e+00
6.82500000e+00	1.90000000e+01
6.90000000e+00	1.00000000e+01
6.97500000e+00	9.00000000e+00
7.05000000e+00	5.00000000e+00
7.12500000e+00	8.00000000e+00
7.20000000e+00	7.00000000e+00
7.27500000e+00	7.00000000e+00
7.35000000e+00	9.00000000e+00
7.42500000e+00	8.00000000e+00
7.50000000e+00	1.50000000e+05
7.57500000e+00	1.10000000e+01
7.65000000e+00	1.50000000e+05
7.72500000e+00	1.50000000e+05
7.80000000e+00	1.50000000e+05
7.87500000e+00	1.50000000e+05
7.95000000e+00	1.50000000e+05
8.02500000e+00	1.50000000e+05
8.10000000e+00	1.50000000e+05
8.17500000e+00	1.50000000e+05
8.25000000e+00	1.50000000e+05
8.32500000e+00	1.50000000e+05
8.40000000e+00	1.50000000e+05
8.47500000e+00	1.50000000e+05
8.55000000e+00	1.50000000e+05
8.62500000e+00	1.50000000e+05
8.70000000e+00	1.50000000e+05
8.77500000e+00	1.50000000e+05
8.85000000e+00	1.50000000e+05
8.92500000e+00	1.50000000e+05
9.00000000e+00	1.50000000e+05
9.07500000e+00	1.50000000e+05
9.15000000e+00	1.50000000e+05
9.22500000e+00	1.50000000e+05
9.30000000e+00	1.50000000e+05
9.37500000e+00	1.50000000e+05
9.45000000e+00	1.50000000e+05
9.52500000e+00	1.50000000e+05
9.60000000e+00	1.50000000e+05
9.67500000e+00	1.50000000e+05
9.75000000e+00	1.50000000e+05
9.82500000e+00	1.50000000e+05
9.90000000e+00	1.50000000e+05
9.97500000e+00	1.50000000e+05
1.00500000e+01	1.50000000e+05
1.01250000e+01	1.50000000e+05
1.02000000e+01	1.50000000e+05
1.02750000e+01	1.50000000e+05
1.03500000e+01	1.50000000e+05
1.04250000e+01	1.50000000e+05
1.05000000e+01	1.50000000e+05
1.05750000e+01	1.50000000e+05
1.06500000e+01	1.28485000e+05
1.07250000e+01	1.50000000e+05
1.08000000e+01	1.00793000e+05
1.08750000e+01	1.09492000e+05
1.09500000e+01	8.58110000e+04
1.10250000e+01	9.21430000e+04
1.11000000e+01	7.72150000e+04
1.11750000e+01	8.12290000e+04
1.12500000e+01	6.76970000e+04
1.13250000e+01	7.20730000e+04
1.14000000e+01	6.18310000e+04
1.14750000e+01	6.46480000e+04
1.15500000e+01	5.62890000e+04
1.16250000e+01	5.85970000e+04
1.17000000e+01	5.12630000e+04
1.17750000e+01	5.31200000e+04
1.18500000e+01	4.66950000e+04
1.19250000e+01	4.89940000e+04
1.20000000e+01	4.33090000e+04
1.20750000e+01	4.54720000e+04
